#grid point     	iterations      	chem_iter       	cond_iter       	converged       	elem_conserved  	p (bar)         	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	e-   	Al   	C    	Ca   	Fe   	H    	He   	K    	Mg   	N    	Na   	O    	P    	S    	Si   	Ti   	V    
1559            	11              	11              	0               	ok              	ok              	2.1540000000e+00	2.8500000000e+03	9.8526996984e+18	5.4741608742e+18	2.2620779997e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1560            	11              	11              	0               	ok              	ok              	4.6420000000e+00	2.8500000000e+03	2.1435277816e+19	1.1797147065e+19	2.2836103848e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1561            	11              	11              	0               	ok              	ok              	1.0000000000e+01	2.8500000000e+03	4.6478728291e+19	2.5413931635e+19	2.2985410567e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1562            	10              	10              	0               	ok              	ok              	2.1540000000e+01	2.8500000000e+03	1.0056382122e+20	5.4741608742e+19	2.3088413782e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1563            	9               	9               	0               	ok              	ok              	4.6420000000e+01	2.8500000000e+03	2.1738662904e+20	1.1797147065e+20	2.3159315583e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1564            	9               	9               	0               	ok              	ok              	1.0000000000e+02	2.8500000000e+03	4.6929186756e+20	2.5413931635e+20	2.3208178553e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1565            	9               	9               	0               	ok              	ok              	2.1540000000e+02	2.8500000000e+03	1.0123545340e+21	5.4741608742e+20	2.3242613588e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1566            	11              	11              	0               	ok              	ok              	4.6420000000e+02	2.8500000000e+03	2.1841394236e+21	1.1797147065e+21	2.3268760553e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1567            	12              	12              	0               	ok              	ok              	1.0000000000e+03	2.8500000000e+03	4.7096002515e+21	2.5413931635e+21	2.3290674970e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1568            	15              	15              	0               	ok              	ok              	1.0000000000e-06	2.9000000000e+03	2.4983152652e+12	2.4975760400e+12	1.2571827705e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1569            	14              	14              	0               	ok              	ok              	2.1540000000e-06	2.9000000000e+03	5.3818312884e+12	5.3797787902e+12	1.2572902750e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1570            	14              	14              	0               	ok              	ok              	4.6420000000e-06	2.9000000000e+03	1.1600130546e+13	1.1593747978e+13	1.2575026661e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1571            	14              	14              	0               	ok              	ok              	1.0000000000e-05	2.9000000000e+03	2.4998275311e+13	2.4975760400e+13	1.2579437419e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1572            	15              	15              	0               	ok              	ok              	2.1540000000e-05	2.9000000000e+03	5.3886311233e+13	5.3797787902e+13	1.2588788209e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1573            	16              	16              	0               	ok              	ok              	4.6420000000e-05	2.9000000000e+03	1.1631226447e+14	1.1593747978e+14	1.2608735807e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1574            	17              	17              	0               	ok              	ok              	1.0000000000e-04	2.9000000000e+03	2.5140683904e+14	2.4975760400e+14	1.2651099082e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1575            	18              	18              	0               	ok              	ok              	2.1540000000e-04	2.9000000000e+03	5.4533657166e+14	5.3797787902e+14	1.2740019524e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1576            	18              	18              	0               	ok              	ok              	4.6420000000e-04	2.9000000000e+03	1.1920278146e+15	1.1593747978e+15	1.2922079891e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1577            	18              	18              	0               	ok              	ok              	1.0000000000e-03	2.9000000000e+03	2.6382364109e+15	2.4975760400e+15	1.3275927685e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1578            	18              	18              	0               	ok              	ok              	2.1540000000e-03	2.9000000000e+03	5.9518377426e+15	5.3797787902e+15	1.3904537640e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1579            	17              	17              	0               	ok              	ok              	4.6420000000e-03	2.9000000000e+03	1.3726106424e+16	1.1593747978e+16	1.4879673216e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1580            	17              	17              	0               	ok              	ok              	1.0000000000e-02	2.9000000000e+03	3.2102745336e+16	2.4975760400e+16	1.6154493322e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1581            	16              	16              	0               	ok              	ok              	2.1540000000e-02	2.9000000000e+03	7.5159847445e+16	5.3797787902e+16	1.7558659551e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1582            	15              	15              	0               	ok              	ok              	4.6420000000e-02	2.9000000000e+03	1.7432867928e+17	1.1593747978e+17	1.8897957631e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1583            	14              	14              	0               	ok              	ok              	1.0000000000e-01	2.9000000000e+03	3.9831299537e+17	2.4975760400e+17	2.0043596114e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1584            	13              	13              	0               	ok              	ok              	2.1540000000e-01	2.9000000000e+03	8.9690550680e+17	5.3797787902e+17	2.0953286847e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1585            	12              	12              	0               	ok              	ok              	4.6420000000e-01	2.9000000000e+03	1.9962881496e+18	1.1593747978e+18	2.1640598093e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1586            	12              	12              	0               	ok              	ok              	1.0000000000e+00	2.9000000000e+03	4.4001526973e+18	2.4975760400e+18	2.2142105450e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1587            	11              	11              	0               	ok              	ok              	2.1540000000e+00	2.9000000000e+03	9.6311517755e+18	5.3797787902e+18	2.2500060954e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1588            	11              	11              	0               	ok              	ok              	4.6420000000e+00	2.9000000000e+03	2.0988041242e+19	1.1593747978e+19	2.2751914107e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1589            	11              	11              	0               	ok              	ok              	1.0000000000e+01	2.9000000000e+03	4.5561548798e+19	2.4975760400e+19	2.2927127468e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1590            	10              	10              	0               	ok              	ok              	2.1540000000e+01	2.9000000000e+03	9.8658114842e+19	5.3797787902e+19	2.3048267216e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1591            	10              	10              	0               	ok              	ok              	4.6420000000e+01	2.9000000000e+03	2.1338435882e+20	1.1593747978e+20	2.3131756542e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1592            	9               	9               	0               	ok              	ok              	1.0000000000e+02	2.9000000000e+03	4.6082484884e+20	2.4975760400e+20	2.3189268863e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1593            	9               	9               	0               	ok              	ok              	2.1540000000e+02	2.9000000000e+03	9.9434084905e+20	5.3797787902e+20	2.3229547440e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1594            	10              	10              	0               	ok              	ok              	4.6420000000e+02	2.9000000000e+03	2.1456290987e+21	1.1593747978e+21	2.3259516401e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1595            	13              	13              	0               	ok              	ok              	1.0000000000e+03	2.9000000000e+03	4.6270683376e+21	2.4975760400e+21	2.3283972641e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1596            	16              	16              	0               	ok              	ok              	1.0000000000e-06	2.9500000000e+03	2.4559012114e+12	2.4552442427e+12	1.2571470849e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1597            	15              	15              	0               	ok              	ok              	2.1540000000e-06	2.9500000000e+03	5.2903645473e+12	5.2885960988e+12	1.2572310449e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1598            	14              	14              	0               	ok              	ok              	4.6420000000e-06	2.9500000000e+03	1.1402498347e+13	1.1397243775e+13	1.2573902121e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1599            	14              	14              	0               	ok              	ok              	1.0000000000e-05	2.9500000000e+03	2.4570088594e+13	2.4552442427e+13	1.2577140541e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1600            	15              	15              	0               	ok              	ok              	2.1540000000e-05	2.9500000000e+03	5.2952632595e+13	5.2885960988e+13	1.2583951834e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1601            	15              	15              	0               	ok              	ok              	4.6420000000e-05	2.9500000000e+03	1.1424767962e+14	1.1397243775e+14	1.2598459404e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1602            	16              	16              	0               	ok              	ok              	1.0000000000e-04	2.9500000000e+03	2.4672059824e+14	2.4552442427e+14	1.2629338317e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1603            	17              	17              	0               	ok              	ok              	2.1540000000e-04	2.9500000000e+03	5.3418074879e+14	5.2885960988e+14	1.2694561997e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1604            	18              	18              	0               	ok              	ok              	4.6420000000e-04	2.9500000000e+03	1.1634628101e+15	1.1397243775e+15	1.2829878880e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1605            	18              	18              	0               	ok              	ok              	1.0000000000e-03	2.9500000000e+03	2.5590810124e+15	2.4552442427e+15	1.3099635788e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1606            	18              	18              	0               	ok              	ok              	2.1540000000e-03	2.9500000000e+03	5.7228657500e+15	5.2885960988e+15	1.3600129552e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1607            	17              	17              	0               	ok              	ok              	4.6420000000e-03	2.9500000000e+03	1.3082839027e+16	1.1397243775e+16	1.4426867649e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1608            	17              	17              	0               	ok              	ok              	1.0000000000e-02	2.9500000000e+03	3.0456688482e+16	2.4552442427e+16	1.5590421863e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1609            	17              	17              	0               	ok              	ok              	2.1540000000e-02	2.9500000000e+03	7.1389016764e+16	5.2885960988e+16	1.6965274346e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1610            	16              	16              	0               	ok              	ok              	4.6420000000e-02	2.9500000000e+03	1.6643114780e+17	1.1397243775e+17	1.8352898278e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1611            	15              	15              	0               	ok              	ok              	1.0000000000e-01	2.9500000000e+03	3.8268948010e+17	2.4552442427e+17	1.9589425927e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1612            	14              	14              	0               	ok              	ok              	2.1540000000e-01	2.9500000000e+03	8.6680289547e+17	5.2885960988e+17	2.0599175584e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1613            	13              	13              	0               	ok              	ok              	4.6420000000e-01	2.9500000000e+03	1.9385081598e+18	1.1397243775e+18	2.1376553313e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1614            	12              	12              	0               	ok              	ok              	1.0000000000e+00	2.9500000000e+03	4.2882276915e+18	2.4552442427e+18	2.1950934905e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1615            	12              	12              	0               	ok              	ok              	2.1540000000e+00	2.9500000000e+03	9.4108068198e+18	5.2885960988e+18	2.2364353301e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1616            	11              	11              	0               	ok              	ok              	4.6420000000e+00	2.9500000000e+03	2.0546120650e+19	1.1397243775e+19	2.2656868431e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1617            	11              	11              	0               	ok              	ok              	1.0000000000e+01	2.9500000000e+03	4.4660409802e+19	2.4552442427e+19	2.2861140281e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1618            	10              	10              	0               	ok              	ok              	2.1540000000e+01	2.9500000000e+03	9.6794309582e+19	5.2885960988e+19	2.3002726313e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1619            	10              	10              	0               	ok              	ok              	4.6420000000e+01	2.9500000000e+03	2.0948383119e+20	1.1397243775e+20	2.3100456198e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1620            	9               	9               	0               	ok              	ok              	1.0000000000e+02	2.9500000000e+03	4.5259455407e+20	2.4552442427e+20	2.3167784702e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1621            	9               	9               	0               	ok              	ok              	2.1540000000e+02	2.9500000000e+03	9.7686419585e+20	5.2885960988e+20	2.3214732185e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1622            	9               	9               	0               	ok              	ok              	4.6420000000e+02	2.9500000000e+03	2.1083184122e+21	1.1397243775e+21	2.3249105599e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1623            	13              	13              	0               	ok              	ok              	1.0000000000e+03	2.9500000000e+03	4.5471798514e+21	2.4552442427e+21	2.3276480649e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1624            	17              	17              	0               	ok              	ok              	1.0000000000e-06	3.0000000000e+03	2.4149113226e+12	2.4143235053e+12	1.2571167945e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1625            	16              	16              	0               	ok              	ok              	2.1540000000e-06	3.0000000000e+03	5.2019997783e+12	5.2004528305e+12	1.2571846437e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1626            	15              	15              	0               	ok              	ok              	4.6420000000e-06	3.0000000000e+03	1.1211714746e+13	1.1207289712e+13	1.2573070121e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1627            	14              	14              	0               	ok              	ok              	1.0000000000e-05	3.0000000000e+03	2.4157418195e+13	2.4143235053e+13	1.2575490954e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1628            	14              	14              	0               	ok              	ok              	2.1540000000e-05	3.0000000000e+03	5.2055884683e+13	5.2004528305e+13	1.2580519128e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1629            	15              	15              	0               	ok              	ok              	4.6420000000e-05	3.0000000000e+03	1.1227868595e+14	1.1207289712e+14	1.2591185243e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1630            	15              	15              	0               	ok              	ok              	1.0000000000e-04	3.0000000000e+03	2.4231200448e+14	2.4143235053e+14	1.2613899238e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1631            	16              	16              	0               	ok              	ok              	2.1540000000e-04	3.0000000000e+03	5.2393363484e+14	5.2004528305e+14	1.2662078660e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1632            	17              	17              	0               	ok              	ok              	4.6420000000e-04	3.0000000000e+03	1.1381071907e+15	1.1207289712e+15	1.2762990826e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1633            	18              	18              	0               	ok              	ok              	1.0000000000e-03	3.0000000000e+03	2.4911445353e+15	2.4143235053e+15	1.2968010437e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1634            	18              	18              	0               	ok              	ok              	2.1540000000e-03	3.0000000000e+03	5.5287994033e+15	5.2004528305e+15	1.3361633625e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1635            	18              	18              	0               	ok              	ok              	4.6420000000e-03	3.0000000000e+03	1.2526509070e+16	1.1207289712e+16	1.4047509870e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1636            	17              	17              	0               	ok              	ok              	1.0000000000e-02	3.0000000000e+03	2.8971058605e+16	2.4143235053e+16	1.5081300352e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1637            	17              	17              	0               	ok              	ok              	2.1540000000e-02	3.0000000000e+03	6.7829804809e+16	5.2004528305e+16	1.6392654769e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1638            	16              	16              	0               	ok              	ok              	4.6420000000e-02	3.0000000000e+03	1.5871980149e+17	1.1207289712e+17	1.7799196584e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1639            	15              	15              	0               	ok              	ok              	1.0000000000e-01	3.0000000000e+03	3.6712318093e+17	2.4143235053e+17	1.9111124056e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1640            	14              	14              	0               	ok              	ok              	2.1540000000e-01	3.0000000000e+03	8.3654521335e+17	5.2004528305e+17	2.0217066678e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1641            	13              	13              	0               	ok              	ok              	4.6420000000e-01	3.0000000000e+03	1.8803769940e+18	1.1207289712e+18	2.1086971773e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1642            	12              	12              	0               	ok              	ok              	1.0000000000e+00	3.0000000000e+03	4.1760444854e+18	2.4143235053e+18	2.1738998872e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1643            	12              	12              	0               	ok              	ok              	2.1540000000e+00	3.0000000000e+03	9.1912561388e+18	5.2004528305e+18	2.2212814698e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1644            	11              	11              	0               	ok              	ok              	4.6420000000e+00	3.0000000000e+03	2.0108583609e+19	1.1207289712e+19	2.2550219243e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1645            	11              	11              	0               	ok              	ok              	1.0000000000e+01	3.0000000000e+03	4.3773368018e+19	2.4143235053e+19	2.2786854905e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1646            	10              	10              	0               	ok              	ok              	2.1540000000e+01	3.0000000000e+03	9.4968466879e+19	5.2004528305e+19	2.2951345546e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1647            	10              	10              	0               	ok              	ok              	4.6420000000e+01	3.0000000000e+03	2.0567707787e+20	1.1207289712e+20	2.3065091449e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1648            	9               	9               	0               	ok              	ok              	1.0000000000e+02	3.0000000000e+03	4.4458472077e+20	2.4143235053e+20	2.3143495652e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1649            	9               	9               	0               	ok              	ok              	2.1540000000e+02	3.0000000000e+03	9.5989092628e+20	5.2004528305e+20	2.3198003566e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1650            	9               	9               	0               	ok              	ok              	4.6420000000e+02	3.0000000000e+03	2.0721370298e+21	1.1207289712e+21	2.3237412053e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1651            	13              	13              	0               	ok              	ok              	1.0000000000e+03	3.0000000000e+03	4.4697880092e+21	2.4143235053e+21	2.3268122929e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1652            	18              	18              	0               	ok              	ok              	1.0000000000e-06	3.0500000000e+03	2.3752715277e+12	2.3747444315e+12	1.2570897659e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1653            	16              	16              	0               	ok              	ok              	2.1540000000e-06	3.0500000000e+03	5.1165667415e+12	5.1151995054e+12	1.2571467262e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1654            	15              	15              	0               	ok              	ok              	4.6420000000e-06	3.0500000000e+03	1.1027358503e+13	1.1023563651e+13	1.2572434408e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1655            	14              	14              	0               	ok              	ok              	1.0000000000e-05	3.0500000000e+03	2.3759107171e+13	2.3747444315e+13	1.2574280219e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1656            	14              	14              	0               	ok              	ok              	2.1540000000e-05	3.0500000000e+03	5.1192442980e+13	5.1151995054e+13	1.2578045802e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1657            	14              	14              	0               	ok              	ok              	4.6420000000e-05	3.0500000000e+03	1.1039236764e+14	1.1023563651e+14	1.2585976765e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
