#grid point     	iterations      	chem_iter       	cond_iter       	converged       	elem_conserved  	p (bar)         	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	e-   	Al   	C    	Ca   	Fe   	H    	He   	K    	Mg   	N    	Na   	O    	P    	S    	Si   	Ti   	V    
1173            	11              	11              	0               	ok              	ok              	2.1540000000e+02	2.1500000000e+03	1.3464100404e+21	7.2564458100e+20	2.3319716763e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1174            	8               	8               	0               	ok              	ok              	4.6420000000e+02	2.1500000000e+03	2.9025796595e+21	1.5638078668e+21	2.3327631166e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1175            	6               	6               	0               	ok              	ok              	1.0000000000e+03	2.1500000000e+03	6.2542873543e+21	3.3688234958e+21	2.3332939756e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1176            	18              	18              	0               	ok              	ok              	1.0000000000e-06	2.2000000000e+03	3.3762005163e+12	3.2922593255e+12	1.2888550652e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1177            	18              	18              	0               	ok              	ok              	2.1540000000e-06	2.2000000000e+03	7.4549988403e+12	7.0915265871e+12	1.3212278872e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1178            	18              	18              	0               	ok              	ok              	4.6420000000e-06	2.2000000000e+03	1.6776968360e+13	1.5282667789e+13	1.3796985241e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1179            	19              	19              	0               	ok              	ok              	1.0000000000e-05	2.2000000000e+03	3.8567266879e+13	3.2922593255e+13	1.4722945800e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1180            	18              	18              	0               	ok              	ok              	2.1540000000e-05	2.2000000000e+03	9.0076001902e+13	7.0915265871e+13	1.5963909333e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1181            	17              	17              	0               	ok              	ok              	4.6420000000e-05	2.2000000000e+03	2.1113517794e+14	1.5282667789e+14	1.7363261759e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1182            	15              	15              	0               	ok              	ok              	1.0000000000e-04	2.2000000000e+03	4.9039296450e+14	3.2922593255e+14	1.8720613660e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1183            	14              	14              	0               	ok              	ok              	2.1540000000e-04	2.2000000000e+03	1.1226972645e+15	7.0915265871e+14	1.9897238942e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1184            	13              	13              	0               	ok              	ok              	4.6420000000e-04	2.2000000000e+03	2.5341800277e+15	1.5282667789e+15	2.0840502074e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1185            	13              	13              	0               	ok              	ok              	1.0000000000e-03	2.2000000000e+03	5.6468165069e+15	3.2922593255e+15	2.1556563376e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1186            	13              	13              	0               	ok              	ok              	2.1540000000e-03	2.2000000000e+03	1.2459347255e+16	7.0915265871e+15	2.2081340814e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1187            	13              	13              	0               	ok              	ok              	4.6420000000e-03	2.2000000000e+03	2.7307634853e+16	1.5282667789e+16	2.2457158309e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1188            	13              	13              	0               	ok              	ok              	1.0000000000e-02	2.2000000000e+03	5.9520377700e+16	3.2922593255e+16	2.2721736969e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1189            	13              	13              	0               	ok              	ok              	2.1540000000e-02	2.2000000000e+03	1.2924720283e+17	7.0915265871e+16	2.2906107970e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1190            	12              	12              	0               	ok              	ok              	4.6420000000e-02	2.2000000000e+03	2.8008768989e+17	1.5282667789e+17	2.3033754572e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1191            	12              	12              	0               	ok              	ok              	1.0000000000e-01	2.2000000000e+03	6.0567818976e+17	3.2922593255e+17	2.3121594732e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1192            	11              	11              	0               	ok              	ok              	2.1540000000e-01	2.2000000000e+03	1.3080317993e+18	7.0915265871e+17	2.3181869291e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1193            	10              	10              	0               	ok              	ok              	4.6420000000e-01	2.2000000000e+03	2.8239089056e+18	1.5282667789e+18	2.3223164391e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1194            	9               	9               	0               	ok              	ok              	1.0000000000e+00	2.2000000000e+03	6.0907798641e+18	3.2922593255e+18	2.3251381013e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1195            	9               	9               	0               	ok              	ok              	2.1540000000e+00	2.2000000000e+03	1.3130414607e+19	7.0915265871e+18	2.3270654069e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1196            	8               	8               	0               	ok              	ok              	4.6420000000e+00	2.2000000000e+03	2.8312856884e+19	1.5282667789e+19	2.3283829322e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1197            	7               	7               	0               	ok              	ok              	1.0000000000e+01	2.2000000000e+03	6.1016453941e+19	3.2922593255e+19	2.3292859870e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1198            	8               	8               	0               	ok              	ok              	2.1540000000e+01	2.2000000000e+03	1.3146523217e+20	7.0915265871e+19	2.3299202894e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1199            	8               	8               	0               	ok              	ok              	4.6420000000e+01	2.2000000000e+03	2.8337672202e+20	1.5282667789e+20	2.3304236857e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1200            	9               	9               	0               	ok              	ok              	1.0000000000e+02	2.2000000000e+03	6.1060791303e+20	3.2922593255e+20	2.3309785531e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1201            	11              	11              	0               	ok              	ok              	2.1540000000e+02	2.2000000000e+03	1.3156789701e+21	7.0915265871e+20	2.3317397886e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1202            	8               	8               	0               	ok              	ok              	4.6420000000e+02	2.2000000000e+03	2.8363931905e+21	1.5282667789e+21	2.3325832221e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1203            	7               	7               	0               	ok              	ok              	1.0000000000e+03	2.2000000000e+03	6.1118790072e+21	3.2922593255e+21	2.3331926398e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1204            	18              	18              	0               	ok              	ok              	1.0000000000e-06	2.2500000000e+03	3.2678842925e+12	3.2190980071e+12	1.2758580527e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1205            	18              	18              	0               	ok              	ok              	2.1540000000e-06	2.2500000000e+03	7.1495290819e+12	6.9339371074e+12	1.2958878740e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1206            	18              	18              	0               	ok              	ok              	4.6420000000e-06	2.2500000000e+03	1.5866612838e+13	1.4943052949e+13	1.3344883178e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
