lambda [um]    flux [erg s^-1 cm^-3]    
3.0589178e+00  1.1126029e+13            
3.0604438e+00  1.1170344e+13            
3.0619712e+00  1.1157664e+13            
3.0635002e+00  1.1092769e+13            
3.0650402e+00  1.0922146e+13            
3.0665722e+00  1.1067695e+13            
3.0681058e+00  1.0953365e+13            
3.0696315e+00  1.1002647e+13            
3.0711682e+00  1.1009929e+13            
3.0727064e+00  1.0983421e+13            
3.0742461e+00  1.0960906e+13            
3.0757779e+00  1.0954473e+13            
3.0773208e+00  1.0934202e+13            
3.0788557e+00  1.0914837e+13            
3.0803921e+00  1.0789484e+13            
3.0819395e+00  1.0800313e+13            
3.0834790e+00  1.0768688e+13            
3.0850201e+00  1.0804905e+13            
3.0865626e+00  1.0679097e+13            
3.0881068e+00  1.0797867e+13            
3.0896524e+00  1.0770590e+13            
3.0911901e+00  1.0678682e+13            
3.0927389e+00  1.0724889e+13            
3.0942892e+00  1.0709099e+13            
3.0958315e+00  1.0637823e+13            
3.0973849e+00  1.0534050e+13            
3.0989302e+00  1.0618567e+13            
3.1004772e+00  1.0633445e+13            
3.1020256e+00  1.0606772e+13            
3.1035756e+00  1.0592954e+13            
3.1051272e+00  1.0518379e+13            
3.1066803e+00  1.0517866e+13            
3.1082350e+00  1.0538063e+13            
3.1097912e+00  1.0504926e+13            
3.1113490e+00  1.0498194e+13            
3.1128986e+00  1.0412288e+13            
3.1144595e+00  1.0162725e+13            
3.1160123e+00  1.0059029e+13            
3.1175763e+00  1.0408168e+13            
3.1191321e+00  1.0397911e+13            
3.1206895e+00  1.0375787e+13            
3.1222485e+00  1.0357356e+13            
3.1238090e+00  1.0332819e+13            
3.1253711e+00  1.0289958e+13            
3.1269348e+00  1.0241932e+13            
3.1285000e+00  1.0207112e+13            
3.1300668e+00  1.0203050e+13            
3.1316352e+00  1.0225480e+13            
3.1331953e+00  1.0189921e+13            
3.1347668e+00  1.0132780e+13            
3.1363300e+00  1.0158284e+13            
3.1378948e+00  1.0127612e+13            
3.1394710e+00  1.0095377e+13            
3.1410389e+00  1.0062760e+13            
3.1426084e+00  1.0065050e+13            
3.1441795e+00  1.0075927e+13            
3.1457521e+00  1.0055377e+13            
3.1473263e+00  9.9991331e+12            
3.1489021e+00  1.0023961e+13            
3.1504696e+00  1.0013801e+13            
3.1520485e+00  9.6998930e+12            
3.1536191e+00  9.9688670e+12            
3.1552012e+00  9.9374443e+12            
3.1567749e+00  9.9050406e+12            
3.1583602e+00  9.9073117e+12            
3.1599371e+00  9.8525767e+12            
3.1615155e+00  9.8666535e+12            
3.1630955e+00  9.7973342e+12            
3.1646771e+00  9.8140857e+12            
3.1662603e+00  9.7936752e+12            
3.1678451e+00  9.6849982e+12            
3.1694315e+00  9.6201215e+12            
3.1710094e+00  9.7222127e+12            
3.1725989e+00  9.6991272e+12            
3.1741800e+00  9.7108199e+12            
3.1757727e+00  9.6984638e+12            
3.1773569e+00  9.6313597e+12            
3.1789427e+00  9.5831072e+12            
3.1805402e+00  9.4685044e+12            
3.1821292e+00  9.5064059e+12            
3.1837197e+00  9.5739726e+12            
3.1853119e+00  9.6090601e+12            
3.1869056e+00  9.5687704e+12            
3.1885010e+00  9.5451349e+12            
3.1900878e+00  9.5372573e+12            
3.1916863e+00  9.5180547e+12            
3.1932864e+00  9.4882261e+12            
3.1948780e+00  9.4821993e+12            
3.1964711e+00  9.4543293e+12            
3.1980760e+00  9.4550900e+12            
3.1996724e+00  9.4084822e+12            
3.2012703e+00  9.2627229e+12            
3.2028698e+00  9.3797644e+12            
3.2044709e+00  9.3517635e+12            
3.2060736e+00  9.2699974e+12            
3.2076779e+00  9.3503458e+12            
3.2092838e+00  9.3223398e+12            
3.2108913e+00  9.2681049e+12            
3.2124902e+00  9.2808835e+12            
3.2141009e+00  9.1660496e+12            
3.2157029e+00  9.2425351e+12            
3.2173169e+00  9.2199990e+12            
3.2189221e+00  9.2151289e+12            
3.2205289e+00  9.2026288e+12            
3.2221478e+00  9.1863933e+12            
3.2237578e+00  9.1309460e+12            
3.2253695e+00  9.1440243e+12            
3.2269827e+00  9.1117951e+12            
3.2285976e+00  9.0848123e+12            
3.2302037e+00  9.0553138e+12            
3.2318218e+00  9.0474863e+12            
3.2334415e+00  8.9401541e+12            
3.2350524e+00  9.0509723e+12            
3.2366754e+00  9.0296576e+12            
3.2382895e+00  8.9947767e+12            
3.2399053e+00  8.9800516e+12            
3.2415331e+00  8.9379685e+12            
3.2431521e+00  8.8170678e+12            
3.2447727e+00  8.9281549e+12            
3.2463949e+00  8.9150813e+12            
3.2480187e+00  8.8993042e+12            
3.2496442e+00  8.8974834e+12            
3.2512712e+00  8.8188136e+12            
3.2528894e+00  8.8671411e+12            
3.2545197e+00  8.8433657e+12            
3.2561411e+00  8.8080196e+12            
3.2577747e+00  8.8042826e+12            
3.2593993e+00  8.7987261e+12            
3.2610362e+00  8.7861240e+12            
3.2626640e+00  8.7566303e+12            
3.2642935e+00  8.7232014e+12            
3.2659246e+00  8.7176269e+12            
3.2675574e+00  8.7178217e+12            
3.2691918e+00  8.6889312e+12            
3.2708278e+00  8.6564933e+12            
3.2724655e+00  8.6447911e+12            
3.2740941e+00  8.6489653e+12            
3.2757350e+00  8.6146328e+12            
3.2773776e+00  8.6133055e+12            
3.2790111e+00  8.5824913e+12            
3.2806569e+00  8.5269025e+12            
3.2822937e+00  8.5314112e+12            
3.2839320e+00  8.4706189e+12            
3.2855721e+00  8.5061815e+12            
3.2872137e+00  8.4824862e+12            
3.2888570e+00  8.4750248e+12            
3.2905020e+00  8.4337797e+12            
3.2921486e+00  8.3208445e+12            
3.2937968e+00  8.3251312e+12            
3.2954467e+00  8.2053726e+12            
3.2970874e+00  7.9842552e+12            
3.2987405e+00  8.1955699e+12            
3.3003954e+00  8.2815641e+12            
3.3020410e+00  8.3148403e+12            
3.3036882e+00  8.3280048e+12            
3.3053481e+00  8.2807055e+12            
3.3069986e+00  8.3052671e+12            
3.3086508e+00  8.2891891e+12            
3.3103046e+00  8.2801168e+12            
3.3119602e+00  8.2612613e+12            
3.3136173e+00  8.2418946e+12            
3.3152761e+00  8.2327961e+12            
3.3169256e+00  8.1459160e+12            
3.3185877e+00  8.1163121e+12            
3.3202515e+00  7.6445106e+12            
3.3219060e+00  8.1665245e+12            
3.3235731e+00  8.1448469e+12            
3.3252309e+00  8.0907366e+12            
3.3268903e+00  8.0691053e+12            
3.3285513e+00  8.0407289e+12            
3.3302251e+00  8.0928942e+12            
3.3318895e+00  8.0890096e+12            
3.3335556e+00  8.0631558e+12            
3.3352233e+00  8.0270473e+12            
3.3368816e+00  8.0303952e+12            
3.3385526e+00  7.9904326e+12            
3.3402253e+00  7.8991117e+12            
3.3418886e+00  7.9481401e+12            
3.3435646e+00  7.9262739e+12            
3.3452312e+00  7.9658879e+12            
3.3469106e+00  7.9337385e+12            
3.3485805e+00  7.9419269e+12            
3.3502521e+00  7.9039637e+12            
3.3519366e+00  7.8916884e+12            
3.3536115e+00  7.8068527e+12            
3.3552881e+00  7.8455693e+12            
3.3569664e+00  7.8413867e+12            
3.3586463e+00  7.8480166e+12            
3.3603167e+00  7.8352606e+12            
3.3620000e+00  7.8201719e+12            
3.3636850e+00  7.8085333e+12            
3.3653603e+00  7.7383305e+12            
3.3670487e+00  7.7127116e+12            
3.3687274e+00  7.7493424e+12            
3.3704192e+00  7.5835432e+12            
3.3721013e+00  7.6716963e+12            
3.3737850e+00  7.6455844e+12            
3.3754705e+00  7.6612653e+12            
3.3771576e+00  7.6353884e+12            
3.3788464e+00  7.5812694e+12            
3.3805369e+00  7.6466813e+12            
3.3822291e+00  7.5541423e+12            
3.3839230e+00  7.6080261e+12            
3.3856071e+00  7.5827679e+12            
3.3873044e+00  7.6020552e+12            
3.3890034e+00  7.5594857e+12            
3.3906925e+00  7.4827458e+12            
3.3923834e+00  7.4915749e+12            
3.3940875e+00  7.4915742e+12            
3.3957818e+00  7.4345508e+12            
3.3974777e+00  7.2933583e+12            
3.3991754e+00  7.3350361e+12            
3.4008747e+00  7.2661745e+12            
3.4025757e+00  7.4523838e+12            
3.4042785e+00  7.4491494e+12            
3.4059829e+00  7.4049966e+12            
3.4076891e+00  7.3343164e+12            
3.4093854e+00  7.3207973e+12            
3.4110949e+00  7.3644557e+12            
3.4127946e+00  7.3483985e+12            
3.4145076e+00  7.2526237e+12            
3.4162106e+00  7.2059618e+12            
3.4179153e+00  7.3059169e+12            
3.4196335e+00  7.3004668e+12            
3.4213416e+00  7.2837538e+12            
3.4230515e+00  7.2447668e+12            
3.4247631e+00  7.2475805e+12            
3.4264764e+00  7.1863485e+12            
3.4281914e+00  7.2282033e+12            
3.4298963e+00  7.2504741e+12            
3.4316148e+00  7.1880751e+12            
3.4333349e+00  7.2051634e+12            
3.4350450e+00  7.1760714e+12            
3.4367686e+00  7.1732252e+12            
3.4384821e+00  7.1512302e+12            
3.4401973e+00  7.1076659e+12            
3.4419261e+00  7.1135901e+12            
3.4436448e+00  7.1359955e+12            
3.4453651e+00  7.1156410e+12            
3.4470872e+00  7.0876376e+12            
3.4488110e+00  7.0682564e+12            
3.4505366e+00  7.0764181e+12            
3.4522638e+00  7.0613012e+12            
3.4539928e+00  7.0382226e+12            
3.4557116e+00  7.0149600e+12            
3.4574440e+00  6.9933640e+12            
3.4591663e+00  6.9971906e+12            
3.4609022e+00  6.9892290e+12            
3.4626279e+00  6.9698028e+12            
3.4643673e+00  6.9603412e+12            
3.4660964e+00  6.9497035e+12            
3.4678272e+00  6.9252318e+12            
3.4695598e+00  6.9155478e+12            
3.4712941e+00  6.9144744e+12            
3.4730302e+00  6.8260648e+12            
3.4747680e+00  6.8549572e+12            
3.4765075e+00  6.8697928e+12            
3.4782488e+00  6.8478821e+12            
3.4799797e+00  6.8578154e+12            
3.4817244e+00  6.8424761e+12            
3.4834588e+00  6.8174193e+12            
3.4852070e+00  6.7667161e+12            
3.4869449e+00  6.7955871e+12            
3.4886966e+00  6.7272019e+12            
3.4904379e+00  6.7684967e+12            
3.4921810e+00  6.6709115e+12            
3.4939258e+00  6.6653016e+12            
3.4956724e+00  6.7031409e+12            
3.4974207e+00  6.7116679e+12            
3.4991707e+00  6.7097183e+12            
3.5009225e+00  6.6006636e+12            
3.5026760e+00  6.6721471e+12            
3.5044191e+00  6.6470815e+12            
3.5061761e+00  6.6605977e+12            
3.5079226e+00  6.6381805e+12            
3.5096832e+00  6.5464171e+12            
3.5114332e+00  6.5852252e+12            
3.5131973e+00  6.5203833e+12            
3.5149508e+00  6.5208584e+12            
3.5167061e+00  6.5566207e+12            
3.5184631e+00  6.4929633e+12            
3.5202219e+00  6.5436976e+12            
3.5219825e+00  6.5234964e+12            
3.5237448e+00  6.4650262e+12            
3.5255088e+00  6.5156104e+12            
3.5272747e+00  6.4604266e+12            
3.5290298e+00  6.4392707e+12            
3.5307992e+00  6.4520827e+12            
3.5325578e+00  6.4235169e+12            
3.5343307e+00  6.4213701e+12            
3.5360929e+00  6.3996091e+12            
3.5378694e+00  6.3185701e+12            
3.5396351e+00  6.3395452e+12            
3.5414025e+00  6.3204346e+12            
3.5431718e+00  6.3344622e+12            
3.5449428e+00  6.3499633e+12            
3.5467156e+00  6.3529794e+12            
3.5484901e+00  6.3161323e+12            
3.5502664e+00  6.3480131e+12            
3.5520446e+00  6.3405232e+12            
3.5538118e+00  6.3042728e+12            
3.5555935e+00  6.2452997e+12            
3.5573769e+00  6.2977924e+12            
3.5591495e+00  6.2883746e+12            
3.5609365e+00  6.1989253e+12            
3.5627126e+00  6.2649444e+12            
3.5644905e+00  6.2564647e+12            
3.5662702e+00  6.2293181e+12            
3.5680517e+00  6.2313407e+12            
3.5698476e+00  6.1410012e+12            
3.5716327e+00  6.1466596e+12            
3.5734067e+00  6.1494075e+12            
3.5751953e+00  6.1521136e+12            
3.5769857e+00  6.1375167e+12            
3.5787778e+00  6.0898701e+12            
3.5805590e+00  6.0677575e+12            
3.5823548e+00  6.1291915e+12            
3.5841523e+00  6.0938170e+12            
3.5859388e+00  6.0818626e+12            
3.5877271e+00  6.0842304e+12            
3.5895301e+00  6.0575497e+12            
3.5913219e+00  6.0602444e+12            
3.5931156e+00  6.0521944e+12            
3.5949110e+00  6.0489981e+12            
3.5967083e+00  5.9780927e+12            
3.5985073e+00  6.0243159e+12            
3.6003082e+00  6.0155347e+12            
3.6021108e+00  5.9761980e+12            
3.6039023e+00  5.9864684e+12            
3.6057086e+00  5.9749541e+12            
3.6075166e+00  5.9675159e+12            
3.6093135e+00  5.9538645e+12            
3.6111252e+00  5.9426954e+12            
3.6129256e+00  5.9241171e+12            
3.6147278e+00  5.9063835e+12            
3.6165450e+00  5.9133637e+12            
3.6183508e+00  5.8981025e+12            
3.6201585e+00  5.8906769e+12            
3.6219680e+00  5.8682005e+12            
3.6237792e+00  5.8484254e+12            
3.6255923e+00  5.8165244e+12            
3.6274072e+00  5.8321511e+12            
3.6292240e+00  5.8175390e+12            
3.6310293e+00  5.7494714e+12            
3.6328497e+00  5.7921347e+12            
3.6346587e+00  5.7938821e+12            
3.6364826e+00  5.7567372e+12            
3.6382952e+00  5.7659232e+12            
3.6401229e+00  5.7587922e+12            
3.6419391e+00  5.7467561e+12            
3.6437572e+00  5.6829553e+12            
3.6455770e+00  5.6999347e+12            
3.6473987e+00  5.6719386e+12            
3.6492222e+00  5.7007139e+12            
3.6510475e+00  5.6674187e+12            
3.6528746e+00  5.4961406e+12            
3.6547036e+00  5.6038206e+12            
3.6565344e+00  5.6234501e+12            
3.6583671e+00  5.5782062e+12            
3.6601881e+00  5.5865347e+12            
3.6620244e+00  5.5774807e+12            
3.6638492e+00  5.6048905e+12            
3.6656891e+00  5.6163835e+12            
3.6675175e+00  5.5576847e+12            
3.6693477e+00  5.5656051e+12            
3.6711798e+00  5.4825292e+12            
3.6730136e+00  5.5717629e+12            
3.6748493e+00  5.5590303e+12            
3.6766869e+00  5.4695908e+12            
3.6785262e+00  5.3446874e+12            
3.6803674e+00  5.5031241e+12            
3.6822105e+00  5.2610479e+12            
3.6840554e+00  5.4856302e+12            
3.6858886e+00  5.4884299e+12            
3.6877372e+00  5.4862054e+12            
3.6895876e+00  5.4382023e+12            
3.6914263e+00  5.4422015e+12            
3.6932668e+00  5.4046903e+12            
3.6951228e+00  5.4050655e+12            
3.6969670e+00  5.4297311e+12            
3.6988131e+00  5.2919698e+12            
3.7006609e+00  5.4039103e+12            
3.7025107e+00  5.3777772e+12            
3.7043623e+00  5.3737507e+12            
3.7062157e+00  5.3724397e+12            
3.7080710e+00  5.3276211e+12            
3.7099281e+00  5.3177255e+12            
3.7117734e+00  5.3483637e+12            
3.7136342e+00  5.3360217e+12            
3.7154970e+00  5.3312147e+12            
3.7173477e+00  5.3180090e+12            
3.7192142e+00  5.3054735e+12            
3.7210687e+00  5.2864735e+12            
3.7229250e+00  5.2406953e+12            
3.7247971e+00  5.2558087e+12            
3.7266572e+00  5.2225545e+12            
3.7285191e+00  5.2358383e+12            
3.7303828e+00  5.2147907e+12            
3.7322485e+00  5.1940039e+12            
3.7341160e+00  5.1751199e+12            
3.7359854e+00  5.1378423e+12            
3.7378427e+00  5.1082448e+12            
3.7397158e+00  4.9571933e+12            
3.7415908e+00  4.9855357e+12            
3.7434536e+00  5.1018706e+12            
3.7453324e+00  5.0017516e+12            
3.7471990e+00  5.1208425e+12            
3.7490674e+00  5.1164830e+12            
3.7509518e+00  5.1040523e+12            
3.7528240e+00  4.9411152e+12            
3.7546981e+00  5.0678708e+12            
3.7565740e+00  5.0827255e+12            
3.7584518e+00  5.0956578e+12            
3.7603315e+00  5.0801534e+12            
3.7622131e+00  5.0543411e+12            
3.7640965e+00  5.0711143e+12            
3.7659819e+00  5.0521890e+12            
3.7678549e+00  5.0037839e+12            
3.7697440e+00  5.0321510e+12            
3.7716350e+00  5.0349463e+12            
3.7735137e+00  5.0125647e+12            
3.7754085e+00  5.0112941e+12            
3.7772909e+00  4.9995112e+12            
3.7791752e+00  4.9717270e+12            
3.7810757e+00  4.9680976e+12            
3.7829638e+00  4.9337743e+12            
3.7848538e+00  4.9549815e+12            
3.7867456e+00  4.9507048e+12            
3.7886394e+00  4.9432296e+12            
3.7905350e+00  4.9222624e+12            
3.7924326e+00  4.9310621e+12            
3.7943176e+00  4.8986230e+12            
3.7962190e+00  4.8986991e+12            
3.7981222e+00  4.9037318e+12            
3.8000129e+00  4.8760068e+12            
3.8019200e+00  4.8654396e+12            
3.8038145e+00  4.8715415e+12            
3.8057253e+00  4.8521000e+12            
3.8076236e+00  4.8447472e+12            
3.8095238e+00  4.8362292e+12            
3.8114259e+00  4.8299691e+12            
3.8133444e+00  4.8072181e+12            
3.8152503e+00  4.7726219e+12            
3.8171581e+00  4.6690365e+12            
3.8190533e+00  4.6688547e+12            
3.8209649e+00  4.6883510e+12            
3.8228784e+00  4.7496296e+12            
3.8247938e+00  4.7608158e+12            
3.8267112e+00  4.7649503e+12            
3.8286158e+00  4.7528331e+12            
3.8305370e+00  4.7274084e+12            
3.8324455e+00  4.7219869e+12            
3.8343558e+00  4.6884936e+12            
3.8362828e+00  4.6736543e+12            
3.8381970e+00  4.7024945e+12            
3.8401131e+00  4.6884806e+12            
3.8420311e+00  4.6796591e+12            
3.8439657e+00  4.6680916e+12            
3.8458876e+00  4.6753969e+12            
3.8477966e+00  4.6594944e+12            
3.8497222e+00  4.6284519e+12            
3.8516499e+00  4.6393757e+12            
3.8535794e+00  4.6201001e+12            
3.8555109e+00  4.6198115e+12            
3.8574294e+00  4.5986013e+12            
3.8593647e+00  4.5701268e+12            
3.8612871e+00  4.6009808e+12            
3.8632263e+00  4.5310399e+12            
3.8651526e+00  4.5714881e+12            
3.8670807e+00  4.5409420e+12            
3.8690257e+00  4.5314543e+12            
3.8709578e+00  4.5389943e+12            
3.8728917e+00  4.4694840e+12            
3.8748276e+00  4.5302757e+12            
3.8767654e+00  4.5226592e+12            
3.8787051e+00  4.5035094e+12            
3.8806468e+00  4.4986070e+12            
3.8825754e+00  4.4713972e+12            
3.8845210e+00  4.3868498e+12            
3.8864685e+00  4.4098903e+12            
3.8884028e+00  4.4656743e+12            
3.8903543e+00  4.4544087e+12            
3.8922925e+00  4.4478881e+12            
3.8942478e+00  4.4276452e+12            
3.8961899e+00  4.4103338e+12            
3.8981340e+00  4.3561843e+12            
3.9000952e+00  4.4145840e+12            
3.9020431e+00  4.4012328e+12            
3.9039930e+00  4.3882980e+12            
3.9059448e+00  4.3883234e+12            
3.9078986e+00  4.3757646e+12            
3.9098544e+00  4.3628612e+12            
3.9117968e+00  4.3448910e+12            
3.9137565e+00  4.3639593e+12            
3.9157181e+00  4.3556739e+12            
3.9176663e+00  4.3362174e+12            
3.9196319e+00  4.3108112e+12            
3.9215994e+00  4.3369295e+12            
3.9235535e+00  4.3230203e+12            
3.9255095e+00  4.3073966e+12            
3.9274830e+00  4.3038507e+12            
3.9294429e+00  4.2929435e+12            
3.9314048e+00  4.2883633e+12            
3.9333687e+00  4.2616799e+12            
3.9353346e+00  4.2358788e+12            
3.9373024e+00  4.2649755e+12            
3.9392722e+00  4.2545450e+12            
3.9412439e+00  4.2488459e+12            
3.9432177e+00  4.2287168e+12            
3.9451934e+00  4.2211574e+12            
3.9471555e+00  4.2242080e+12            
3.9491351e+00  4.1848585e+12            
3.9511012e+00  4.1829548e+12            
3.9530848e+00  4.1672304e+12            
3.9550548e+00  4.1359881e+12            
3.9570423e+00  4.1133050e+12            
3.9590163e+00  4.1340073e+12            
3.9609921e+00  4.1622402e+12            
3.9629700e+00  4.1560387e+12            
3.9649498e+00  4.1326567e+12            
3.9669317e+00  4.1488606e+12            
3.9689155e+00  4.1404056e+12            
3.9709012e+00  4.1356869e+12            
3.9728890e+00  4.1277885e+12            
3.9748788e+00  4.1137462e+12            
3.9768705e+00  4.0982612e+12            
3.9788484e+00  4.0993892e+12            
3.9808442e+00  4.0773628e+12            
3.9828419e+00  4.0841816e+12            
3.9848258e+00  4.0303596e+12            
3.9868116e+00  4.0303327e+12            
3.9888154e+00  4.0536103e+12            
3.9908052e+00  4.0241468e+12            
3.9927970e+00  4.0335082e+12            
3.9947908e+00  3.9787875e+12            
3.9968026e+00  4.0286414e+12            
3.9988004e+00  3.9785006e+12            
4.0008002e+00  3.9822190e+12            
4.0027859e+00  3.9950246e+12            
4.0047897e+00  4.0021727e+12            
4.0067955e+00  3.9907322e+12            
4.0088033e+00  3.9770616e+12            
4.0108132e+00  3.9583483e+12            
4.0128089e+00  3.9559710e+12            
4.0148227e+00  3.9073181e+12            
4.0168225e+00  3.8911883e+12            
4.0188403e+00  3.9113474e+12            
4.0208441e+00  3.9173897e+12            
4.0228498e+00  3.9120315e+12            
4.0248575e+00  3.9135893e+12            
4.0268835e+00  3.8976902e+12            
4.0288952e+00  3.9029622e+12            
4.0309090e+00  3.8888653e+12            
4.0329248e+00  3.8477930e+12            
4.0349426e+00  3.8853206e+12            
4.0369461e+00  3.8772509e+12            
4.0389680e+00  3.8661691e+12            
4.0409918e+00  3.8566819e+12            
4.0430177e+00  3.8510984e+12            
4.0450293e+00  3.7793997e+12            
4.0470592e+00  3.8237036e+12            
4.0490748e+00  3.7981346e+12            
4.0511088e+00  3.6686152e+12            
4.0531284e+00  3.5765039e+12            
4.0551500e+00  3.7531054e+12            
4.0571902e+00  3.7867541e+12            
4.0592158e+00  3.7833048e+12            
4.0612436e+00  3.7844647e+12            
4.0632733e+00  3.7786583e+12            
4.0653051e+00  3.6294713e+12            
4.0673389e+00  3.7537254e+12            
4.0693747e+00  3.6815690e+12            
4.0714126e+00  3.5596845e+12            
4.0734359e+00  3.5587099e+12            
4.0754778e+00  3.6082032e+12            
4.0775218e+00  3.6659019e+12            
4.0795512e+00  3.7164858e+12            
4.0815993e+00  3.6957991e+12            
4.0836328e+00  3.6989121e+12            
4.0856850e+00  3.6948957e+12            
4.0877225e+00  3.6239456e+12            
4.0897621e+00  3.6853228e+12            
4.0918037e+00  3.6825550e+12            
4.0938474e+00  3.6556261e+12            
4.0959098e+00  3.6670461e+12            
4.0979576e+00  3.6467073e+12            
4.0999906e+00  3.6311052e+12            
4.1020424e+00  3.6385737e+12            
4.1040963e+00  3.6417756e+12            
4.1061522e+00  3.6287508e+12            
4.1082103e+00  3.6233776e+12            
4.1102534e+00  3.5434815e+12            
4.1123156e+00  3.6002851e+12            
4.1143628e+00  3.5802184e+12            
4.1164291e+00  3.5866282e+12            
4.1184804e+00  3.5864074e+12            
4.1205508e+00  3.5755856e+12            
4.1226063e+00  3.5798036e+12            
4.1246638e+00  3.5736714e+12            
4.1267234e+00  3.5598911e+12            
4.1287851e+00  3.5608795e+12            
4.1308488e+00  3.5519730e+12            
4.1329145e+00  3.5098796e+12            
4.1349824e+00  3.5365684e+12            
4.1370523e+00  3.5049151e+12            
4.1391242e+00  3.5230244e+12            
4.1411983e+00  3.4956576e+12            
4.1432573e+00  3.4598213e+12            
4.1453355e+00  3.5031876e+12            
4.1474157e+00  3.4733104e+12            
4.1494809e+00  3.4505508e+12            
4.1515653e+00  3.4337502e+12            
4.1536346e+00  3.4721263e+12            
4.1557060e+00  3.4679127e+12            
4.1577794e+00  3.4557675e+12            
4.1598722e+00  3.4503562e+12            
4.1619498e+00  3.4458390e+12            
4.1640294e+00  3.4273521e+12            
4.1661112e+00  3.4124005e+12            
4.1681950e+00  3.3935547e+12            
4.1702809e+00  3.3972940e+12            
4.1723689e+00  3.3638766e+12            
4.1744416e+00  3.3796432e+12            
4.1765337e+00  3.3628284e+12            
4.1786280e+00  3.3590428e+12            
4.1807069e+00  3.3535432e+12            
4.1828053e+00  3.3543780e+12            
4.1848884e+00  3.3215690e+12            
4.1869910e+00  3.3583270e+12            
4.1890782e+00  3.3447283e+12            
4.1911675e+00  3.3079652e+12            
4.1932765e+00  3.3399489e+12            
4.1953700e+00  3.3373217e+12            
4.1974656e+00  3.3242788e+12            
4.1995632e+00  3.3271301e+12            
4.2016630e+00  3.2264323e+12            
4.2037649e+00  3.3043474e+12            
4.2058689e+00  3.2209376e+12            
4.2079750e+00  3.2608996e+12            
4.2100654e+00  3.2893007e+12            
4.2121757e+00  3.2782836e+12            
4.2142881e+00  3.2841218e+12            
4.2163849e+00  3.2764074e+12            
4.2185015e+00  3.2679274e+12            
4.2206024e+00  3.2662551e+12            
4.2227233e+00  3.2615736e+12            
4.2248285e+00  3.2531424e+12            
4.2269357e+00  3.2504557e+12            
4.2290630e+00  3.2385104e+12            
4.2311744e+00  3.2270186e+12            
4.2332880e+00  3.2303024e+12            
4.2354037e+00  3.2203580e+12            
4.2375216e+00  3.2163840e+12            
4.2396415e+00  3.2139398e+12            
4.2417636e+00  3.2063362e+12            
4.2438877e+00  3.1816207e+12            
4.2459960e+00  3.1791552e+12            
4.2481245e+00  3.1821180e+12            
4.2502550e+00  3.1696390e+12            
4.2523696e+00  3.1515092e+12            
4.2545045e+00  3.1629608e+12            
4.2566233e+00  3.1642101e+12            
4.2587624e+00  3.1537399e+12            
4.2608855e+00  3.1462384e+12            
4.2630107e+00  3.1468996e+12            
4.2651562e+00  3.1301579e+12            
4.2672857e+00  3.1341927e+12            
4.2694173e+00  3.1239019e+12            
4.2715510e+00  3.1172699e+12            
4.2736869e+00  3.1108601e+12            
4.2758249e+00  3.1121258e+12            
4.2779651e+00  3.0994912e+12            
4.2800890e+00  3.0910164e+12            
4.2822334e+00  3.0830420e+12            
4.2843800e+00  3.0698752e+12            
4.2865287e+00  3.0782264e+12            
4.2886612e+00  3.0719683e+12            
4.2908142e+00  3.0616487e+12            
4.2929510e+00  3.0503354e+12            
4.2951083e+00  2.8818788e+12            
4.2972493e+00  2.9297729e+12            
4.2993925e+00  2.9534959e+12            
4.3015378e+00  2.9642803e+12            
4.3037038e+00  2.9595252e+12            
4.3058534e+00  2.9742303e+12            
4.3080051e+00  2.9498951e+12            
4.3101590e+00  2.9698775e+12            
4.3123151e+00  2.9521096e+12            
4.3144733e+00  2.9611855e+12            
4.3166337e+00  2.9396561e+12            
4.3187776e+00  2.9362863e+12            
4.3209423e+00  2.9279223e+12            
4.3231092e+00  2.9267530e+12            
4.3252595e+00  2.9454335e+12            
4.3274307e+00  2.9420068e+12            
4.3295854e+00  2.9235422e+12            
4.3317609e+00  2.8762868e+12            
4.3339199e+00  2.9011562e+12            
4.3360810e+00  2.9047206e+12            
4.3382630e+00  2.8969824e+12            
4.3404285e+00  2.9149432e+12            
4.3425961e+00  2.8801897e+12            
4.3447659e+00  2.8624071e+12            
4.3469378e+00  2.8669025e+12            
4.3491119e+00  2.8817442e+12            
4.3512882e+00  2.6901784e+12            
4.3534667e+00  2.7526863e+12            
4.3556473e+00  2.8201317e+12            
4.3578112e+00  2.7860092e+12            
4.3599962e+00  2.7768138e+12            
4.3621834e+00  2.8382751e+12            
4.3643537e+00  2.7042948e+12            
4.3665453e+00  2.7824572e+12            
4.3687200e+00  2.8220235e+12            
4.3709159e+00  2.7662389e+12            
4.3730950e+00  2.8036636e+12            
4.3752762e+00  2.7286139e+12            
4.3774596e+00  2.7408200e+12            
4.3796643e+00  2.7948265e+12            
4.3818521e+00  2.7401637e+12            
4.3840421e+00  2.7811091e+12            
4.3862342e+00  2.7335573e+12            
4.3884286e+00  2.7672960e+12            
4.3906251e+00  2.7155609e+12            
4.3928046e+00  2.7561945e+12            
4.3950055e+00  2.7444155e+12            
4.3972087e+00  2.7491137e+12            
4.3993946e+00  2.6658668e+12            
4.4016022e+00  2.6844205e+12            
4.4038119e+00  2.7035908e+12            
4.4060045e+00  2.6789641e+12            
4.4081993e+00  2.5416225e+12            
4.4104156e+00  2.5993807e+12            
4.4126148e+00  2.6230404e+12            
4.4148161e+00  2.6505030e+12            
