lambda [um]    flux [erg s^-1 cm^-3]    
4.4170392e+00  2.6381924e+12            
4.4192449e+00  2.6533530e+12            
4.4214529e+00  2.5599513e+12            
4.4236631e+00  2.6654291e+12            
4.4258754e+00  2.5992869e+12            
4.4280900e+00  2.6662136e+12            
4.4303068e+00  2.5958303e+12            
4.4325062e+00  2.6152177e+12            
4.4347275e+00  2.6086356e+12            
4.4369509e+00  2.6197438e+12            
4.4391766e+00  2.6011856e+12            
4.4413848e+00  2.6049379e+12            
4.4436150e+00  2.6336312e+12            
4.4458276e+00  2.5519465e+12            
4.4480424e+00  2.5936142e+12            
4.4502793e+00  2.5713384e+12            
4.4524985e+00  2.5741092e+12            
4.4547200e+00  2.5705535e+12            
4.4569636e+00  2.5639100e+12            
4.4591895e+00  2.6262383e+12            
4.4614177e+00  2.5194737e+12            
4.4636481e+00  2.5891226e+12            
4.4658807e+00  2.4228661e+12            
4.4681155e+00  2.5111658e+12            
4.4703326e+00  2.4837494e+12            
4.4725720e+00  2.5105333e+12            
4.4748135e+00  2.4801203e+12            
4.4770573e+00  2.4892299e+12            
4.4792833e+00  2.5280968e+12            
4.4815316e+00  2.4843816e+12            
4.4837621e+00  2.5215340e+12            
4.4860148e+00  2.4715923e+12            
4.4882498e+00  2.4481681e+12            
4.4905071e+00  2.4836091e+12            
4.4927465e+00  2.4943046e+12            
4.4949881e+00  2.4458319e+12            
4.4972320e+00  2.5120152e+12            
4.4994781e+00  2.4784238e+12            
4.5017467e+00  2.4625494e+12            
4.5039973e+00  2.4685149e+12            
4.5062299e+00  2.4134269e+12            
4.5084850e+00  2.4660026e+12            
4.5107423e+00  2.4733607e+12            
4.5130020e+00  2.4081928e+12            
4.5152638e+00  2.4554719e+12            
4.5175076e+00  2.4388717e+12            
4.5197740e+00  2.4484687e+12            
4.5220427e+00  2.3936493e+12            
4.5242932e+00  2.3834855e+12            
4.5265664e+00  2.2958496e+12            
4.5288214e+00  2.4033841e+12            
4.5310787e+00  2.3758208e+12            
4.5333587e+00  2.3556333e+12            
4.5356205e+00  2.4013127e+12            
4.5378845e+00  2.3303244e+12            
4.5401508e+00  2.4247308e+12            
4.5424194e+00  2.3697491e+12            
4.5446902e+00  2.3382716e+12            
4.5469633e+00  2.3444416e+12            
4.5492387e+00  2.3865838e+12            
4.5515163e+00  2.2922755e+12            
4.5537963e+00  2.3775628e+12            
4.5560785e+00  2.3454412e+12            
4.5583422e+00  2.3328791e+12            
4.5606290e+00  2.4085255e+12            
4.5628973e+00  2.2872615e+12            
4.5651886e+00  2.3411554e+12            
4.5674614e+00  2.3119533e+12            
4.5697573e+00  2.3017963e+12            
4.5720347e+00  2.3258110e+12            
4.5743352e+00  2.3245954e+12            
4.5766171e+00  2.2976910e+12            
4.5789013e+00  2.3018484e+12            
4.5811878e+00  2.2691633e+12            
4.5834766e+00  2.3073009e+12            
4.5857676e+00  2.2471586e+12            
4.5880609e+00  2.2506851e+12            
4.5903566e+00  2.2467784e+12            
4.5926545e+00  2.2790560e+12            
4.5949547e+00  2.1910081e+12            
4.5972573e+00  2.2873344e+12            
4.5995410e+00  2.2787989e+12            
4.6018481e+00  2.1975748e+12            
4.6041576e+00  2.2512160e+12            
4.6064481e+00  2.2947770e+12            
4.6087622e+00  2.1752390e+12            
4.6110573e+00  2.2590728e+12            
4.6133547e+00  2.2410731e+12            
4.6156758e+00  2.1984982e+12            
4.6179778e+00  2.2542750e+12            
4.6202821e+00  2.1978489e+12            
4.6225887e+00  2.2413678e+12            
4.6248977e+00  2.1710516e+12            
4.6272303e+00  2.2177401e+12            
4.6295439e+00  2.2051869e+12            
4.6318383e+00  2.2405012e+12            
4.6341565e+00  2.1839435e+12            
4.6364770e+00  2.1761807e+12            
4.6387998e+00  2.1853244e+12            
4.6411250e+00  2.2343968e+12            
4.6434309e+00  2.1698071e+12            
4.6457607e+00  2.1629420e+12            
4.6480929e+00  2.1465815e+12            
4.6504057e+00  2.1270672e+12            
4.6527426e+00  2.0610722e+12            
4.6550601e+00  2.1260170e+12            
4.6573799e+00  2.1322222e+12            
4.6597237e+00  2.0908887e+12            
4.6620481e+00  2.1849010e+12            
4.6643749e+00  2.1488974e+12            
4.6667040e+00  2.0997721e+12            
4.6690354e+00  2.1354704e+12            
4.6713692e+00  2.1608485e+12            
4.6737053e+00  2.0766472e+12            
4.6760437e+00  2.1248821e+12            
4.6783845e+00  2.1113505e+12            
4.6807276e+00  2.1165066e+12            
4.6830730e+00  2.1225978e+12            
4.6853989e+00  2.0933546e+12            
4.6877490e+00  2.1333407e+12            
4.6901015e+00  2.0881812e+12            
4.6924344e+00  2.1152015e+12            
4.6947916e+00  2.1000684e+12            
4.6971291e+00  2.1162945e+12            
4.6994910e+00  2.0397673e+12            
4.7018332e+00  2.1244266e+12            
4.7041778e+00  2.0790792e+12            
4.7065247e+00  2.0798179e+12            
4.7088960e+00  2.0695079e+12            
4.7112476e+00  2.0483615e+12            
4.7136016e+00  2.0366711e+12            
4.7159579e+00  2.0888903e+12            
4.7183165e+00  1.9896445e+12            
4.7206775e+00  2.0713483e+12            
4.7230409e+00  2.0589704e+12            
4.7253843e+00  2.0299744e+12            
4.7277524e+00  2.0663233e+12            
4.7301228e+00  2.0452543e+12            
4.7324957e+00  2.0169254e+12            
4.7348485e+00  1.9949809e+12            
4.7372261e+00  2.0572166e+12            
4.7395836e+00  2.0063482e+12            
4.7419659e+00  2.0152227e+12            
4.7443282e+00  2.0358864e+12            
4.7466927e+00  2.0275853e+12            
4.7490822e+00  2.0090500e+12            
4.7514516e+00  1.9727950e+12            
4.7538233e+00  2.0183652e+12            
4.7561973e+00  1.9854430e+12            
4.7585738e+00  2.0030916e+12            
4.7609526e+00  2.0183372e+12            
4.7633338e+00  1.9635816e+12            
4.7657173e+00  1.9699141e+12            
4.7681033e+00  1.9936940e+12            
4.7704916e+00  1.9705169e+12            
4.7728824e+00  1.9559139e+12            
4.7752527e+00  1.9799931e+12            
4.7776483e+00  1.9389497e+12            
4.7800462e+00  1.9299420e+12            
4.7824236e+00  1.9734744e+12            
4.7848264e+00  1.9702445e+12            
4.7872086e+00  1.9138667e+12            
4.7895932e+00  1.9803651e+12            
4.7920031e+00  1.9245805e+12            
4.7943925e+00  1.9025878e+12            
4.7967842e+00  1.9422823e+12            
4.7992014e+00  1.9543153e+12            
4.8015980e+00  1.8883415e+12            
4.8039969e+00  1.9164102e+12            
4.8063983e+00  1.9338322e+12            
4.8088020e+00  1.9187683e+12            
4.8112082e+00  1.9209686e+12            
4.8136168e+00  1.8683491e+12            
4.8160045e+00  1.9290851e+12            
4.8184179e+00  1.8914714e+12            
4.8208337e+00  1.9261993e+12            
4.8232519e+00  1.8498841e+12            
4.8256493e+00  1.9281000e+12            
4.8280723e+00  1.8769076e+12            
4.8304745e+00  1.9091047e+12            
4.8329024e+00  1.8408537e+12            
4.8353094e+00  1.8930031e+12            
4.8377187e+00  1.8734387e+12            
4.8401539e+00  1.8802944e+12            
4.8425681e+00  1.8538799e+12            
4.8449847e+00  1.8601025e+12            
4.8474037e+00  1.8625510e+12            
4.8498252e+00  1.8502412e+12            
4.8522490e+00  1.8848747e+12            
4.8546753e+00  1.8162649e+12            
4.8571040e+00  1.8234282e+12            
4.8595351e+00  1.8562795e+12            
4.8619687e+00  1.8552357e+12            
4.8644047e+00  1.7716540e+12            
4.8668432e+00  1.8572037e+12            
4.8692604e+00  1.8407116e+12            
4.8717037e+00  1.8102742e+12            
4.8741495e+00  1.8305297e+12            
4.8765739e+00  1.7886577e+12            
4.8790246e+00  1.8331909e+12            
4.8814539e+00  1.8253784e+12            
4.8838856e+00  1.7877428e+12            
4.8863436e+00  1.7904376e+12            
4.8887802e+00  1.8067561e+12            
4.8912193e+00  1.8114743e+12            
4.8936608e+00  1.7981161e+12            
4.8961047e+00  1.7966855e+12            
4.8985750e+00  1.7602738e+12            
4.9010238e+00  1.8102040e+12            
4.9034751e+00  1.7955443e+12            
4.9059047e+00  1.7489389e+12            
4.9083609e+00  1.7520691e+12            
4.9108195e+00  1.7987020e+12            
4.9132806e+00  1.7655530e+12            
4.9157441e+00  1.7430561e+12            
4.9181860e+00  1.7561114e+12            
4.9206544e+00  1.7494178e+12            
4.9231012e+00  1.7869715e+12            
4.9255746e+00  1.7505128e+12            
4.9280262e+00  1.7103970e+12            
4.9305045e+00  1.7697734e+12            
4.9329611e+00  1.7579122e+12            
4.9354200e+00  1.7076115e+12            
4.9379058e+00  1.7151700e+12            
4.9403697e+00  1.7507133e+12            
4.9428361e+00  1.7035706e+12            
4.9453049e+00  1.7526102e+12            
4.9477762e+00  1.6838532e+12            
4.9502500e+00  1.7227098e+12            
4.9527262e+00  1.7385857e+12            
4.9552049e+00  1.6904795e+12            
4.9576861e+00  1.7065577e+12            
4.9601698e+00  1.6831160e+12            
4.9626560e+00  1.7051168e+12            
4.9651200e+00  1.7368290e+12            
4.9676112e+00  1.6554331e+12            
4.9701048e+00  1.7060233e+12            
4.9725762e+00  1.6808357e+12            
4.9750749e+00  1.7062094e+12            
4.9775512e+00  1.6807364e+12            
4.9800301e+00  1.6672119e+12            
4.9825362e+00  1.6697469e+12            
4.9850200e+00  1.6822412e+12            
4.9875063e+00  1.7006777e+12            
4.9900200e+00  1.6211635e+12            
4.9925112e+00  1.6558438e+12            
4.9950050e+00  1.6737384e+12            
4.9975012e+00  1.6896890e+12            
5.0000000e+00  1.6233103e+12            
5.0025013e+00  1.6285369e+12            
5.0050050e+00  1.6884289e+12            
5.0075113e+00  1.6286098e+12            
5.0099949e+00  1.6398696e+12            
5.0125062e+00  1.6325177e+12            
5.0150200e+00  1.6274636e+12            
5.0175111e+00  1.6185823e+12            
5.0200299e+00  1.6563620e+12            
5.0225513e+00  1.6129857e+12            
5.0250499e+00  1.6272954e+12            
5.0275763e+00  1.6117994e+12            
5.0300799e+00  1.6144897e+12            
5.0325860e+00  1.6036052e+12            
5.0351200e+00  1.6164837e+12            
5.0376311e+00  1.6317739e+12            
5.0401448e+00  1.6095746e+12            
5.0426609e+00  1.5769791e+12            
5.0451796e+00  1.6252858e+12            
5.0477008e+00  1.5869756e+12            
5.0502245e+00  1.6198527e+12            
5.0527507e+00  1.5853842e+12            
5.0552795e+00  1.5524095e+12            
5.0578108e+00  1.5881910e+12            
5.0603446e+00  1.5868601e+12            
5.0628810e+00  1.6051242e+12            
5.0653942e+00  1.5470957e+12            
5.0679357e+00  1.5600362e+12            
5.0704797e+00  1.5758283e+12            
5.0730005e+00  1.5963754e+12            
5.0755496e+00  1.5604162e+12            
5.0780754e+00  1.5343056e+12            
5.0806296e+00  1.5660612e+12            
5.0831605e+00  1.5402648e+12            
5.0856939e+00  1.5648241e+12            
5.0882558e+00  1.5448420e+12            
5.0907943e+00  1.5640684e+12            
5.0933354e+00  1.5174074e+12            
5.0958790e+00  1.5377879e+12            
5.0984251e+00  1.5287318e+12            
5.1009738e+00  1.5342004e+12            
5.1035250e+00  1.5343805e+12            
5.1060788e+00  1.5102177e+12            
5.1086351e+00  1.4991358e+12            
5.1111940e+00  1.5445522e+12            
5.1137293e+00  1.5191828e+12            
5.1162933e+00  1.5430793e+12            
5.1188599e+00  1.4830271e+12            
5.1214291e+00  1.4873938e+12            
5.1239746e+00  1.5044982e+12            
5.1265489e+00  1.5216877e+12            
5.1290994e+00  1.5008772e+12            
5.1316789e+00  1.4466856e+12            
5.1342346e+00  1.4982914e+12            
5.1367928e+00  1.4970144e+12            
5.1393800e+00  1.5167219e+12            
5.1419433e+00  1.4973041e+12            
5.1445093e+00  1.4413623e+12            
5.1470777e+00  1.4799981e+12            
5.1496488e+00  1.4932496e+12            
5.1522224e+00  1.4899361e+12            
5.1547986e+00  1.4706616e+12            
5.1573774e+00  1.4701969e+12            
5.1599587e+00  1.4537241e+12            
5.1625427e+00  1.4706728e+12            
5.1651292e+00  1.4743822e+12            
5.1677183e+00  1.4603209e+12            
5.1702833e+00  1.4804747e+12            
5.1728776e+00  1.4484729e+12            
5.1754477e+00  1.4597575e+12            
5.1780472e+00  1.4510636e+12            
5.1806492e+00  1.4505082e+12            
5.1832271e+00  1.4615335e+12            
5.1858075e+00  1.4255737e+12            
5.1884174e+00  1.4075417e+12            
5.1910030e+00  1.4576824e+12            
5.1935911e+00  1.4393307e+12            
5.1962088e+00  1.4530251e+12            
5.1988022e+00  1.4036707e+12            
5.2013981e+00  1.4151366e+12            
5.2039967e+00  1.4030120e+12            
5.2065978e+00  1.4401539e+12            
5.2092015e+00  1.4390669e+12            
5.2118079e+00  1.3905300e+12            
5.2144168e+00  1.3921435e+12            
5.2170284e+00  1.4006197e+12            
5.2196153e+00  1.4309168e+12            
5.2222321e+00  1.4078045e+12            
5.2248515e+00  1.3882625e+12            
5.2274735e+00  1.3905481e+12            
5.2300708e+00  1.4042142e+12            
5.2326981e+00  1.3956208e+12            
5.2353006e+00  1.3846293e+12            
5.2379331e+00  1.3989893e+12            
5.2405408e+00  1.3719678e+12            
5.2431511e+00  1.3761458e+12            
5.2457916e+00  1.3843678e+12            
5.2484071e+00  1.3669760e+12            
5.2510253e+00  1.3994128e+12            
5.2536460e+00  1.3597578e+12            
5.2562970e+00  1.3606335e+12            
5.2589231e+00  1.3703907e+12            
5.2615517e+00  1.3516359e+12            
5.2641830e+00  1.3820662e+12            
5.2668169e+00  1.3498106e+12            
5.2694257e+00  1.3481701e+12            
5.2720649e+00  1.3572177e+12            
5.2747067e+00  1.3566861e+12            
5.2773512e+00  1.3554865e+12            
5.2799983e+00  1.3458713e+12            
5.2826202e+00  1.3330858e+12            
5.2852726e+00  1.3380898e+12            
5.2878997e+00  1.3432473e+12            
5.2905574e+00  1.3573282e+12            
5.2931898e+00  1.3203333e+12            
