lambda [um]    flux [erg s^-1 cm^-3]    
6.3941072e+00  5.8713204e+11            
6.3972978e+00  5.8603526e+11            
6.4004916e+00  5.8493994e+11            
6.4036885e+00  5.8384608e+11            
6.4068887e+00  5.8275369e+11            
6.4100920e+00  5.8166275e+11            
6.4132986e+00  5.8057328e+11            
6.4165084e+00  5.7948526e+11            
6.4197214e+00  5.7839870e+11            
6.4229376e+00  5.7731359e+11            
6.4261570e+00  5.7623341e+11            
6.4293384e+00  5.7515814e+11            
6.4325642e+00  5.7408084e+11            
6.4357933e+00  5.7300499e+11            
6.4389842e+00  5.7193403e+11            
6.4422197e+00  5.7086105e+11            
6.4454585e+00  5.6978951e+11            
6.4486590e+00  5.6872284e+11            
6.4519043e+00  5.6765761e+11            
6.4551112e+00  5.6659379e+11            
6.4583629e+00  5.6553141e+11            
6.4615762e+00  5.6447387e+11            
6.4647927e+00  5.6341774e+11            
6.4680543e+00  5.6235961e+11            
6.4712772e+00  5.6130631e+11            
6.4745034e+00  5.6025782e+11            
6.4777328e+00  5.5921073e+11            
6.4809654e+00  5.5816165e+11            
6.4842433e+00  5.5711059e+11            
6.4874824e+00  5.5606432e+11            
6.4907248e+00  5.5502284e+11            
6.4939703e+00  5.5398276e+11            
6.4972192e+00  5.5294744e+11            
6.5004290e+00  5.5191686e+11            
6.5036843e+00  5.5088430e+11            
6.5069429e+00  5.4984977e+11            
6.5102047e+00  5.4881662e+11            
6.5134699e+00  5.4778486e+11            
6.5167382e+00  5.4675784e+11            
6.5199674e+00  5.4573552e+11            
6.5232423e+00  5.4471458e+11            
6.5264779e+00  5.4369500e+11            
6.5297594e+00  5.4267346e+11            
6.5330441e+00  5.4165329e+11            
6.5362895e+00  5.4063782e+11            
6.5395808e+00  5.3962370e+11            
6.5428327e+00  5.3861425e+11            
6.5460877e+00  5.3760615e+11            
6.5493889e+00  5.3659611e+11            
6.5526505e+00  5.3559071e+11            
6.5559154e+00  5.3458996e+11            
6.5591835e+00  5.3358725e+11            
6.5624979e+00  5.3258261e+11            
6.5657726e+00  5.3158260e+11            
6.5690506e+00  5.3058721e+11            
6.5723318e+00  5.2959315e+11            
6.5756163e+00  5.2860042e+11            
6.5789041e+00  5.2760902e+11            
6.5821952e+00  5.2661895e+11            
6.5854895e+00  5.2563022e+11            
6.5887872e+00  5.2464281e+11            
6.5920882e+00  5.2365997e+11            
6.5953490e+00  5.2268169e+11            
6.5986565e+00  5.2170147e+11            
6.6019674e+00  5.2071935e+11            
6.6052816e+00  5.1974178e+11            
6.6085554e+00  5.1876874e+11            
6.6118763e+00  5.1779378e+11            
6.6152004e+00  5.1682014e+11            
6.6184841e+00  5.1585102e+11            
6.6218149e+00  5.1488319e+11            
6.6251052e+00  5.1391987e+11            
6.6283987e+00  5.1295783e+11            
6.6317395e+00  5.1199390e+11            
6.6350396e+00  5.1103126e+11            
6.6383871e+00  5.1006991e+11            
6.6416939e+00  5.0911305e+11            
6.6450040e+00  5.0816063e+11            
6.6483173e+00  5.0720949e+11            
6.6516340e+00  5.0625646e+11            
6.6549982e+00  5.0530156e+11            
6.6583216e+00  5.0435110e+11            
6.6616482e+00  5.0340507e+11            
6.6649782e+00  5.0246032e+11            
6.6683115e+00  5.0151683e+11            
6.6716482e+00  5.0057461e+11            
6.6749882e+00  4.9963679e+11            
6.6782869e+00  4.9870336e+11            
6.6816335e+00  4.9776806e+11            
6.6849835e+00  4.9683089e+11            
6.6883369e+00  4.9589498e+11            
6.6916936e+00  4.9496345e+11            
6.6950089e+00  4.9403628e+11            
6.6983723e+00  4.9310725e+11            
6.7017391e+00  4.9217947e+11            
6.7050643e+00  4.9125604e+11            
6.7084379e+00  4.9033385e+11            
6.7117698e+00  4.8941290e+11            
6.7151501e+00  4.8849319e+11            
6.7184886e+00  4.8757780e+11            
6.7218305e+00  4.8666364e+11            
6.7252209e+00  4.8574763e+11            
6.7285695e+00  4.8483593e+11            
6.7319214e+00  4.8392545e+11            
6.7353220e+00  4.8301314e+11            
6.7386807e+00  4.8210511e+11            
6.7420427e+00  4.8120136e+11            
6.7454081e+00  4.8029883e+11            
6.7487768e+00  4.7939750e+11            
6.7521489e+00  4.7849739e+11            
6.7555243e+00  4.7759849e+11            
6.7589032e+00  4.7670080e+11            
6.7622854e+00  4.7580432e+11            
6.7656710e+00  4.7490905e+11            
6.7690600e+00  4.7401498e+11            
6.7724524e+00  4.7312514e+11            
6.7758023e+00  4.7223951e+11            
6.7792014e+00  4.7135205e+11            
6.7826040e+00  4.7046279e+11            
6.7860100e+00  4.6957773e+11            
6.7893733e+00  4.6869686e+11            
6.7927861e+00  4.6781717e+11            
6.7961561e+00  4.6693866e+11            
6.7995757e+00  4.6606134e+11            
6.8029525e+00  4.6518520e+11            
6.8063789e+00  4.6431024e+11            
6.8097625e+00  4.6343647e+11            
6.8131958e+00  4.6256386e+11            
6.8165861e+00  4.6169541e+11            
6.8199798e+00  4.6082811e+11            
6.8234234e+00  4.5995904e+11            
6.8268240e+00  4.5909409e+11            
6.8302279e+00  4.5823325e+11            
6.8336352e+00  4.5737357e+11            
6.8370458e+00  4.5651210e+11            
6.8405067e+00  4.5564887e+11            
6.8439243e+00  4.5478974e+11            
6.8473453e+00  4.5393469e+11            
6.8507697e+00  4.5308080e+11            
6.8541975e+00  4.5223098e+11            
6.8575817e+00  4.5138522e+11            
6.8610164e+00  4.5053768e+11            
6.8644545e+00  4.4968837e+11            
6.8678960e+00  4.4884021e+11            
6.8713410e+00  4.4799611e+11            
6.8747422e+00  4.4715603e+11            
6.8781941e+00  4.4631419e+11            
6.8816494e+00  4.4547349e+11            
6.8850608e+00  4.4463681e+11            
6.8885230e+00  4.4379838e+11            
6.8919888e+00  4.4296108e+11            
6.8954104e+00  4.4212779e+11            
6.8988831e+00  4.4129562e+11            
6.9023116e+00  4.4046744e+11            
6.9057435e+00  4.3964037e+11            
6.9092266e+00  4.3881156e+11            
6.9126654e+00  4.3798673e+11            
6.9161076e+00  4.3716300e+11            
6.9196012e+00  4.3633755e+11            
6.9230503e+00  4.3551605e+11            
6.9265029e+00  4.3469851e+11            
6.9299589e+00  4.3388206e+11            
6.9334184e+00  4.3306671e+11            
6.9368813e+00  4.3225246e+11            
6.9403477e+00  4.3143931e+11            
6.9438176e+00  4.3062726e+11            
6.9472909e+00  4.2981631e+11            
6.9507677e+00  4.2900645e+11            
6.9542480e+00  4.2819769e+11            
6.9577318e+00  4.2739002e+11            
6.9612190e+00  4.2658345e+11            
6.9647098e+00  4.2578076e+11            
6.9681555e+00  4.2498195e+11            
6.9716533e+00  4.2418143e+11            
6.9751545e+00  4.2337920e+11            
6.9786593e+00  4.2258085e+11            
6.9821188e+00  4.2178635e+11            
6.9856306e+00  4.2099293e+11            
6.9890970e+00  4.2020057e+11            
6.9926158e+00  4.1940929e+11            
6.9960892e+00  4.1861908e+11            
6.9996150e+00  4.1782993e+11            
7.0030954e+00  4.1704461e+11            
7.0065792e+00  4.1626035e+11            
7.0101156e+00  4.1547440e+11            
7.0136064e+00  4.1469226e+11            
7.0171007e+00  4.1391118e+11            
7.0206477e+00  4.1312841e+11            
7.0241490e+00  4.1234945e+11            
7.0276538e+00  4.1157426e+11            
7.0311621e+00  4.1080012e+11            
7.0346739e+00  4.1002703e+11            
7.0381892e+00  4.0925498e+11            
7.0417080e+00  4.0848398e+11            
7.0452304e+00  4.0771402e+11            
7.0487562e+00  4.0694510e+11            
7.0522856e+00  4.0617723e+11            
7.0558186e+00  4.0541039e+11            
7.0593551e+00  4.0464729e+11            
7.0628452e+00  4.0388792e+11            
7.0663887e+00  4.0312687e+11            
7.0699358e+00  4.0236418e+11            
7.0734865e+00  4.0160520e+11            
7.0769906e+00  4.0084993e+11            
7.0805483e+00  4.0009568e+11            
7.0840594e+00  3.9934244e+11            
7.0876243e+00  3.9859023e+11            
7.0911425e+00  3.9783904e+11            
7.0947144e+00  3.9708886e+11            
7.0982396e+00  3.9633970e+11            
7.1018188e+00  3.9559155e+11            
7.1053510e+00  3.9484707e+11            
7.1088868e+00  3.9410359e+11            
7.1124767e+00  3.9335848e+11            
7.1160196e+00  3.9261702e+11            
7.1195660e+00  3.9187919e+11            
7.1231159e+00  3.9113974e+11            
7.1267202e+00  3.9039866e+11            
7.1302773e+00  3.8966121e+11            
7.1338379e+00  3.8892738e+11            
7.1374021e+00  3.8819455e+11            
7.1409699e+00  3.8746270e+11            
7.1445412e+00  3.8673185e+11            
7.1481161e+00  3.8600199e+11            
7.1516946e+00  3.8527312e+11            
7.1552767e+00  3.8454784e+11            
7.1588111e+00  3.8382614e+11            
7.1624003e+00  3.8310281e+11            
7.1659931e+00  3.8237788e+11            
7.1695895e+00  3.8165652e+11            
7.1731380e+00  3.8093872e+11            
7.1767416e+00  3.8021931e+11            
7.1803488e+00  3.7950088e+11            
7.1839080e+00  3.7878599e+11            
7.1875225e+00  3.7807208e+11            
7.1910888e+00  3.7735913e+11            
7.1947104e+00  3.7664715e+11            
7.1982839e+00  3.7593613e+11            
7.2019128e+00  3.7522608e+11            
7.2054935e+00  3.7451699e+11            
7.2091296e+00  3.7380887e+11            
7.2127175e+00  3.7310425e+11            
7.2163089e+00  3.7240313e+11            
7.2199038e+00  3.7170041e+11            
7.2235546e+00  3.7099612e+11            
7.2271568e+00  3.7029532e+11            
7.2307626e+00  3.6959800e+11            
7.2343719e+00  3.6890162e+11            
7.2379849e+00  3.6820618e+11            
7.2416016e+00  3.6751169e+11            
7.2452218e+00  3.6681813e+11            
7.2488456e+00  3.6612552e+11            
7.2524731e+00  3.6543386e+11            
7.2561042e+00  3.6474313e+11            
7.2597389e+00  3.6405334e+11            
7.2633773e+00  3.6336449e+11            
7.2670194e+00  3.6267906e+11            
7.2706122e+00  3.6199706e+11            
7.2742615e+00  3.6131349e+11            
7.2779144e+00  3.6062837e+11            
7.2815711e+00  3.5994667e+11            
7.2851783e+00  3.5926836e+11            
7.2888422e+00  3.5859098e+11            
7.2924567e+00  3.5791451e+11            
7.2961279e+00  3.5723896e+11            
7.2997496e+00  3.5656433e+11            
7.3034282e+00  3.5589062e+11            
7.3070572e+00  3.5521782e+11            
7.3107431e+00  3.5454594e+11            
7.3143793e+00  3.5387742e+11            
7.3180192e+00  3.5320981e+11            
7.3217162e+00  3.5254066e+11            
7.3253633e+00  3.5187487e+11            
7.3290141e+00  3.5121241e+11            
7.3326685e+00  3.5055085e+11            
7.3363266e+00  3.4988775e+11            
7.3400421e+00  3.4922314e+11            
7.3437075e+00  3.4856186e+11            
7.3473766e+00  3.4790390e+11            
7.3510494e+00  3.4724683e+11            
7.3547258e+00  3.4659065e+11            
7.3584059e+00  3.4593537e+11            
7.3620897e+00  3.4528338e+11            
7.3657229e+00  3.4463468e+11            
7.3694140e+00  3.4398445e+11            
7.3731088e+00  3.4333272e+11            
7.3768073e+00  3.4268188e+11            
7.3805096e+00  3.4203431e+11            
7.3841610e+00  3.4139001e+11            
7.3878706e+00  3.4074420e+11            
7.3915839e+00  3.4009927e+11            
7.3952463e+00  3.3945759e+11            
7.3989671e+00  3.3881679e+11            
7.4026368e+00  3.3817685e+11            
7.4063650e+00  3.3753779e+11            
7.4100421e+00  3.3689960e+11            
7.4137778e+00  3.3626227e+11            
7.4174622e+00  3.3562582e+11            
7.4212054e+00  3.3499023e+11            
7.4248972e+00  3.3435786e+11            
7.4285927e+00  3.3372869e+11            
7.4322918e+00  3.3309803e+11            
7.4360500e+00  3.3246590e+11            
7.4397566e+00  3.3183696e+11            
7.4434669e+00  3.3121122e+11            
7.4471809e+00  3.3058632e+11            
7.4508986e+00  3.2996227e+11            
7.4546200e+00  3.2933907e+11            
7.4583451e+00  3.2871672e+11            
7.4620740e+00  3.2809522e+11            
7.4658066e+00  3.2747456e+11            
7.4695429e+00  3.2685475e+11            
7.4732830e+00  3.2623578e+11            
7.4770268e+00  3.2561766e+11            
7.4807744e+00  3.2500039e+11            
7.4845257e+00  3.2438395e+11            
7.4882808e+00  3.2377066e+11            
7.4919836e+00  3.2316049e+11            
7.4957462e+00  3.2254886e+11            
7.4995125e+00  3.2193806e+11            
7.5032264e+00  3.2133038e+11            
7.5070003e+00  3.2072353e+11            
7.5107216e+00  3.2011751e+11            
7.5145030e+00  3.1951003e+11            
7.5182882e+00  3.1890339e+11            
7.5220207e+00  3.1830211e+11            
7.5257569e+00  3.1770165e+11            
7.5295535e+00  3.1709974e+11            
7.5332972e+00  3.1649866e+11            
7.5371014e+00  3.1589839e+11            
7.5408526e+00  3.1530120e+11            
7.5446075e+00  3.1470707e+11            
7.5483662e+00  3.1411151e+11            
7.5521856e+00  3.1351451e+11            
7.5559518e+00  3.1292057e+11            
7.5597218e+00  3.1232968e+11            
7.5634955e+00  3.1173959e+11            
7.5672731e+00  3.1115031e+11            
7.5710543e+00  3.1056183e+11            
7.5748394e+00  3.0997415e+11            
7.5786283e+00  3.0938727e+11            
7.5824209e+00  3.0880120e+11            
7.5862174e+00  3.0821592e+11            
7.5900176e+00  3.0763144e+11            
7.5938217e+00  3.0704998e+11            
7.5975718e+00  3.0647151e+11            
7.6013835e+00  3.0589162e+11            
7.6051989e+00  3.0531033e+11            
7.6090182e+00  3.0473203e+11            
7.6127834e+00  3.0415671e+11            
7.6166103e+00  3.0357999e+11            
7.6204411e+00  3.0300405e+11            
7.6242176e+00  3.0243109e+11            
7.6280560e+00  3.0185891e+11            
7.6318400e+00  3.0128751e+11            
7.6356861e+00  3.0071689e+11            
7.6394778e+00  3.0014705e+11            
7.6433316e+00  2.9957799e+11            
7.6471308e+00  2.9901187e+11            
7.6509338e+00  2.9844652e+11            
7.6547992e+00  2.9787979e+11            
7.6586098e+00  2.9731599e+11            
7.6624242e+00  2.9675512e+11            
